row_id,symboling,normalized_losses,make,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,city-L/100km,highway-L/100km,horsepower_binned,diesel,gas,normal,turbo
141,0,102,subaru,four,sedan,4wd,front,97,0.827,0.908,0.908,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,9.792,9.4,Low,0,1,1,0
142,0,102,subaru,four,sedan,4wd,front,97,0.827,0.908,0.908,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,9.792,8.103,Low,0,1,0,1
143,0,89,subaru,four,wagon,fwd,front,97,0.834,0.908,0.886,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,8.393,7.344,Low,0,1,1,0
144,0,89,subaru,four,wagon,fwd,front,97,0.834,0.908,0.886,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,9.4,7.581,Low,0,1,1,0
145,0,85,subaru,four,wagon,4wd,front,96.9,0.834,0.908,0.918,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,10.217,8.103,Low,0,1,1,0
146,0,85,subaru,four,wagon,4wd,front,96.9,0.834,0.908,0.918,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,10.217,10.217,Low,0,1,0,1
147,1,87,toyota,two,hatchback,fwd,front,95.7,0.763,0.883,0.911,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,6.714,6.026,Low,0,1,1,0
148,1,87,toyota,two,hatchback,fwd,front,95.7,0.763,0.883,0.911,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,7.581,6.184,Low,0,1,1,0
149,1,74,toyota,four,hatchback,fwd,front,95.7,0.763,0.883,0.911,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,7.581,6.184,Low,0,1,1,0
150,0,77,toyota,four,wagon,fwd,front,95.7,0.815,0.883,0.988,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,7.581,6.351,Low,0,1,1,0
151,0,81,toyota,four,wagon,4wd,front,95.7,0.815,0.883,0.988,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,8.704,7.344,Low,0,1,1,0
152,0,91,toyota,four,wagon,4wd,front,95.7,0.815,0.883,0.988,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,8.704,7.344,Low,0,1,1,0
153,0,91,toyota,four,sedan,fwd,front,95.7,0.799,0.894,0.886,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,7.833,6.351,Low,0,1,1,0
154,0,91,toyota,four,hatchback,fwd,front,95.7,0.799,0.894,0.883,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,7.833,6.351,Low,0,1,1,0
155,0,91,toyota,four,sedan,fwd,front,95.7,0.799,0.894,0.886,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,6.912,6.528,Low,1,0,1,0
156,0,91,toyota,four,hatchback,fwd,front,95.7,0.799,0.894,0.883,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,6.184,5,Low,1,0,1,0
157,0,91,toyota,four,sedan,fwd,front,95.7,0.799,0.894,0.886,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,6.184,5,Low,0,1,1,0
158,0,91,toyota,four,hatchback,fwd,front,95.7,0.799,0.894,0.883,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,8.393,6.912,Low,0,1,1,0
159,0,91,toyota,four,sedan,fwd,front,95.7,0.799,0.894,0.883,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,8.393,6.912,Low,0,1,1,0
160,1,168,toyota,two,sedan,rwd,front,94.5,0.811,0.889,0.88,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,8.103,6.912,Low,0,1,1,0
161,1,168,toyota,two,hatchback,rwd,front,94.5,0.811,0.889,0.88,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,8.103,6.912,Low,0,1,1,0
162,1,168,toyota,two,sedan,rwd,front,94.5,0.811,0.889,0.88,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.038,8.103,Low,0,1,1,0
163,1,168,toyota,two,hatchback,rwd,front,94.5,0.811,0.889,0.88,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.038,8.103,Low,0,1,1,0
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.847,0.911,0.87,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.792,7.833,Low,0,1,1,0
165,2,134,toyota,two,hardtop,rwd,front,98.4,0.847,0.911,0.87,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.792,7.833,Low,0,1,1,0
166,2,134,toyota,two,hatchback,rwd,front,98.4,0.847,0.911,0.87,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.792,7.833,Low,0,1,1,0
167,2,134,toyota,two,hardtop,rwd,front,98.4,0.847,0.911,0.87,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.792,7.833,Low,0,1,1,0
168,2,134,toyota,two,hatchback,rwd,front,98.4,0.847,0.911,0.87,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.792,7.833,Low,0,1,1,0
169,2,134,toyota,two,convertible,rwd,front,98.4,0.847,0.911,0.886,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.792,7.833,Low,0,1,1,0
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.844,0.924,0.918,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,8.103,6.912,Low,0,1,1,0
171,-1,65,toyota,four,sedan,fwd,front,102.4,0.844,0.924,0.918,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,7.833,7.121,Low,1,0,0,1
172,-1,65,toyota,four,hatchback,fwd,front,102.4,0.844,0.924,0.901,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,8.704,7.344,Low,0,1,1,0
173,-1,65,toyota,four,sedan,fwd,front,102.4,0.844,0.924,0.918,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,8.704,7.344,Low,0,1,1,0
174,-1,65,toyota,four,hatchback,fwd,front,102.4,0.844,0.924,0.901,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,8.704,7.344,Low,0,1,1,0
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.882,0.94,0.87,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,11.75,9.792,Medium,0,1,1,0
176,3,197,toyota,two,hatchback,rwd,front,102.9,0.882,0.94,0.87,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,12.368,9.792,Medium,0,1,1,0
177,-1,90,toyota,four,sedan,rwd,front,104.5,0.902,0.924,0.905,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,11.75,9.792,Medium,0,1,1,0
178,-1,122,toyota,four,wagon,rwd,front,104.5,0.902,0.924,0.905,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,12.368,9.792,Medium,0,1,1,0
179,2,122,volkswagen,two,sedan,fwd,front,97.3,0.825,0.91,0.931,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,6.351,5.109,Low,1,0,1,0
180,2,122,volkswagen,two,sedan,fwd,front,97.3,0.825,0.91,0.931,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,8.704,6.912,Low,0,1,1,0
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825,0.91,0.931,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,6.351,5.109,Low,1,0,1,0
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825,0.91,0.931,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,8.704,6.912,Low,0,1,1,0
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825,0.91,0.931,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,8.704,6.912,Low,0,1,1,0
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825,0.91,0.931,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,6.351,5.595,Low,1,0,0,1
185,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825,0.91,0.931,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,9.038,7.344,Low,0,1,1,0
186,3,122,volkswagen,two,convertible,fwd,front,94.5,0.765,0.892,0.93,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.792,8.103,Low,0,1,1,0
187,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.796,0.889,0.86,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.792,8.103,Low,0,1,1,0
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.866,0.929,0.921,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,12.368,9.792,Low,0,1,1,0
189,0,122,volkswagen,four,sedan,fwd,front,100.4,0.866,0.929,0.921,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,7.121,6.184,Low,1,0,0,1
190,0,122,volkswagen,four,wagon,fwd,front,100.4,0.88,0.929,0.921,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,9.4,7.581,Low,0,1,1,0
191,-2,103,volvo,four,sedan,rwd,front,104.3,0.907,0.933,0.94,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,10.217,8.393,Low,0,1,1,0
192,-1,74,volvo,four,wagon,rwd,front,104.3,0.907,0.933,0.962,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,10.217,8.393,Low,0,1,1,0
193,-2,103,volvo,four,sedan,rwd,front,104.3,0.907,0.933,0.94,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.792,8.393,Low,0,1,1,0
194,-1,74,volvo,four,wagon,rwd,front,104.3,0.907,0.933,0.962,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.792,8.393,Low,0,1,1,0
195,-2,103,volvo,four,sedan,rwd,front,104.3,0.907,0.933,0.94,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,13.824,10.682,Medium,0,1,0,1
196,-1,74,volvo,four,wagon,rwd,front,104.3,0.907,0.933,0.962,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,13.824,10.682,Medium,0,1,0,1
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.907,0.957,0.928,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,10.217,8.393,Low,0,1,1,0
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.907,0.956,0.928,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,12.368,9.4,Medium,0,1,0,1
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.907,0.957,0.928,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,13.056,10.217,Medium,0,1,1,0
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.907,0.957,0.928,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,9.038,8.704,Low,1,0,0,1
201,-1,95,volvo,four,sedan,rwd,front,109.1,0.907,0.957,0.928,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,12.368,9.4,Low,0,1,0,1
